ID,GRIDCODE,ZONE
61466,9,5a: -20 to -15 F
61467,11,6a: -10 to -5 F
61468,11,6a: -10 to -5 F
61469,9,5a: -20 to -15 F
61470,7,4a: -30 to -25 F
61471,9,5a: -20 to -15 F
61472,7,4a: -30 to -25 F
61473,9,5a: -20 to -15 F
61474,9,5a: -20 to -15 F
61475,12,6b: -5 to 0 F
61476,12,6b: -5 to 0 F
61477,12,6b: -5 to 0 F
61478,12,6b: -5 to 0 F
61479,11,6a: -10 to -5 F
61480,12,6b: -5 to 0 F
61481,12,6b: -5 to 0 F
61482,11,6a: -10 to -5 F
61483,12,6b: -5 to 0 F
61484,16,8b: 15 to 20 F
61485,17,9a: 20 to 25 F
61486,18,9b: 25 to 30 F
61487,17,9a: 20 to 25 F
61488,18,9b: 25 to 30 F
61489,17,9a: 20 to 25 F
61490,18,9b: 25 to 30 F
61491,18,9b: 25 to 30 F
61492,12,6b: -5 to 0 F
61493,14,7b: 5 to 10 F
61494,14,7b: 5 to 10 F
61495,11,6a: -10 to -5 F
61496,13,7a: 0 to 5 F
61497,12,6b: -5 to 0 F
61498,12,6b: -5 to 0 F
61499,11,6a: -10 to -5 F
61500,11,6a: -10 to -5 F
61501,13,7a: 0 to 5 F
61502,11,6a: -10 to -5 F
61503,10,5b: -15 to -10 F
61504,10,5b: -15 to -10 F
61505,10,5b: -15 to -10 F
61506,12,6b: -5 to 0 F
61507,11,6a: -10 to -5 F
61508,12,6b: -5 to 0 F
61509,13,7a: 0 to 5 F
61510,9,5a: -20 to -15 F
61511,11,6a: -10 to -5 F
61512,13,7a: 0 to 5 F
61513,12,6b: -5 to 0 F
61514,13,7a: 0 to 5 F
61515,14,7b: 5 to 10 F
61516,13,7a: 0 to 5 F
61517,12,6b: -5 to 0 F
61518,12,6b: -5 to 0 F
61519,12,6b: -5 to 0 F
61520,13,7a: 0 to 5 F
61521,9,5a: -20 to -15 F
61522,9,5a: -20 to -15 F
61523,10,5b: -15 to -10 F
61524,7,4a: -30 to -25 F
61525,10,5b: -15 to -10 F
61526,10,5b: -15 to -10 F
61527,10,5b: -15 to -10 F
61528,9,5a: -20 to -15 F
61529,11,6a: -10 to -5 F
61530,12,6b: -5 to 0 F
61531,12,6b: -5 to 0 F
61532,12,6b: -5 to 0 F
61533,12,6b: -5 to 0 F
61534,10,5b: -15 to -10 F
61535,12,6b: -5 to 0 F
61536,11,6a: -10 to -5 F
61537,10,5b: -15 to -10 F
61538,18,9b: 25 to 30 F
61539,18,9b: 25 to 30 F
61540,18,9b: 25 to 30 F
61541,17,9a: 20 to 25 F
61542,17,9a: 20 to 25 F
61543,18,9b: 25 to 30 F
61544,18,9b: 25 to 30 F
61545,17,9a: 20 to 25 F
61546,16,8b: 15 to 20 F
61547,14,7b: 5 to 10 F
61548,15,8a: 10 to 15 F
61549,12,6b: -5 to 0 F
61550,13,7a: 0 to 5 F
61551,14,7b: 5 to 10 F
61552,14,7b: 5 to 10 F
61553,11,6a: -10 to -5 F
61554,12,6b: -5 to 0 F
61555,11,6a: -10 to -5 F
61556,11,6a: -10 to -5 F
61557,12,6b: -5 to 0 F
61558,12,6b: -5 to 0 F
61559,11,6a: -10 to -5 F
61560,9,5a: -20 to -15 F
61561,9,5a: -20 to -15 F
61562,12,6b: -5 to 0 F
61563,9,5a: -20 to -15 F
61564,13,7a: 0 to 5 F
61565,12,6b: -5 to 0 F
61566,12,6b: -5 to 0 F
61567,11,6a: -10 to -5 F
61568,10,5b: -15 to -10 F
61569,12,6b: -5 to 0 F
61570,13,7a: 0 to 5 F
61571,13,7a: 0 to 5 F
61572,14,7b: 5 to 10 F
61573,12,6b: -5 to 0 F
61574,13,7a: 0 to 5 F
61575,13,7a: 0 to 5 F
61576,12,6b: -5 to 0 F
61577,12,6b: -5 to 0 F
61578,12,6b: -5 to 0 F
61579,10,5b: -15 to -10 F
61580,11,6a: -10 to -5 F
61581,11,6a: -10 to -5 F
61582,9,5a: -20 to -15 F
61583,9,5a: -20 to -15 F
61584,8,4b: -25 to -20 F
61585,8,4b: -25 to -20 F
61586,7,4a: -30 to -25 F
61587,9,5a: -20 to -15 F
61588,8,4b: -25 to -20 F
61589,9,5a: -20 to -15 F
61590,12,6b: -5 to 0 F
61591,12,6b: -5 to 0 F
61592,12,6b: -5 to 0 F
61593,12,6b: -5 to 0 F
61594,11,6a: -10 to -5 F
61595,13,7a: 0 to 5 F
61596,13,7a: 0 to 5 F
61597,12,6b: -5 to 0 F
61598,17,9a: 20 to 25 F
61599,18,9b: 25 to 30 F
61600,18,9b: 25 to 30 F
61601,17,9a: 20 to 25 F
61602,17,9a: 20 to 25 F
61603,18,9b: 25 to 30 F
61604,18,9b: 25 to 30 F
61605,14,7b: 5 to 10 F
61606,15,8a: 10 to 15 F
61607,13,7a: 0 to 5 F
61608,14,7b: 5 to 10 F
61609,13,7a: 0 to 5 F
61610,13,7a: 0 to 5 F
61611,14,7b: 5 to 10 F
61612,14,7b: 5 to 10 F
61613,11,6a: -10 to -5 F
61614,11,6a: -10 to -5 F
61615,13,7a: 0 to 5 F
61616,10,5b: -15 to -10 F
61617,12,6b: -5 to 0 F
61618,9,5a: -20 to -15 F
61619,10,5b: -15 to -10 F
61620,10,5b: -15 to -10 F
61621,9,5a: -20 to -15 F
61622,13,7a: 0 to 5 F
61623,12,6b: -5 to 0 F
61624,11,6a: -10 to -5 F
61625,12,6b: -5 to 0 F
61626,12,6b: -5 to 0 F
61627,12,6b: -5 to 0 F
61628,11,6a: -10 to -5 F
61629,12,6b: -5 to 0 F
61630,12,6b: -5 to 0 F
61631,11,6a: -10 to -5 F
61632,10,5b: -15 to -10 F
61633,12,6b: -5 to 0 F
61634,12,6b: -5 to 0 F
61635,12,6b: -5 to 0 F
61636,12,6b: -5 to 0 F
61637,11,6a: -10 to -5 F
61638,14,7b: 5 to 10 F
61639,12,6b: -5 to 0 F
61640,13,7a: 0 to 5 F
61641,13,7a: 0 to 5 F
61642,13,7a: 0 to 5 F
61643,13,7a: 0 to 5 F
61644,12,6b: -5 to 0 F
61645,10,5b: -15 to -10 F
61646,11,6a: -10 to -5 F
61647,8,4b: -25 to -20 F
61648,7,4a: -30 to -25 F
61649,10,5b: -15 to -10 F
61650,9,5a: -20 to -15 F
61651,9,5a: -20 to -15 F
61652,11,6a: -10 to -5 F
61653,11,6a: -10 to -5 F
61654,12,6b: -5 to 0 F
61655,12,6b: -5 to 0 F
61656,12,6b: -5 to 0 F
61657,12,6b: -5 to 0 F
61658,11,6a: -10 to -5 F
61659,9,5a: -20 to -15 F
61660,14,7b: 5 to 10 F
61661,17,9a: 20 to 25 F
61662,18,9b: 25 to 30 F
61663,17,9a: 20 to 25 F
61664,16,8b: 15 to 20 F
61665,18,9b: 25 to 30 F
61666,14,7b: 5 to 10 F
61667,15,8a: 10 to 15 F
61668,14,7b: 5 to 10 F
61669,14,7b: 5 to 10 F
61670,13,7a: 0 to 5 F
61671,13,7a: 0 to 5 F
61672,13,7a: 0 to 5 F
61673,13,7a: 0 to 5 F
61674,10,5b: -15 to -10 F
61675,12,6b: -5 to 0 F
61676,9,5a: -20 to -15 F
61677,12,6b: -5 to 0 F
61678,12,6b: -5 to 0 F
61679,11,6a: -10 to -5 F
61680,12,6b: -5 to 0 F
61681,12,6b: -5 to 0 F
61682,13,7a: 0 to 5 F
61683,13,7a: 0 to 5 F
61684,13,7a: 0 to 5 F
61685,13,7a: 0 to 5 F
61686,13,7a: 0 to 5 F
61687,12,6b: -5 to 0 F
61688,12,6b: -5 to 0 F
61689,14,7b: 5 to 10 F
61690,14,7b: 5 to 10 F
61691,13,7a: 0 to 5 F
61692,12,6b: -5 to 0 F
61693,13,7a: 0 to 5 F
61694,12,6b: -5 to 0 F
61695,13,7a: 0 to 5 F
61696,13,7a: 0 to 5 F
61697,10,5b: -15 to -10 F
61698,9,5a: -20 to -15 F
61699,8,4b: -25 to -20 F
61700,9,5a: -20 to -15 F
61701,10,5b: -15 to -10 F
61702,10,5b: -15 to -10 F
61703,11,6a: -10 to -5 F
61704,10,5b: -15 to -10 F
61705,12,6b: -5 to 0 F
61706,12,6b: -5 to 0 F
61707,11,6a: -10 to -5 F
61708,10,5b: -15 to -10 F
61709,11,6a: -10 to -5 F
61710,10,5b: -15 to -10 F
61711,17,9a: 20 to 25 F
61712,17,9a: 20 to 25 F
61713,16,8b: 15 to 20 F
61714,16,8b: 15 to 20 F
61715,14,7b: 5 to 10 F
61716,14,7b: 5 to 10 F
61717,14,7b: 5 to 10 F
61718,13,7a: 0 to 5 F
61719,12,6b: -5 to 0 F
61720,12,6b: -5 to 0 F
61721,11,6a: -10 to -5 F
61722,12,6b: -5 to 0 F
61723,11,6a: -10 to -5 F
61724,11,6a: -10 to -5 F
61725,12,6b: -5 to 0 F
61726,12,6b: -5 to 0 F
61727,9,5a: -20 to -15 F
61728,10,5b: -15 to -10 F
61729,11,6a: -10 to -5 F
61730,11,6a: -10 to -5 F
61731,13,7a: 0 to 5 F
61732,12,6b: -5 to 0 F
61733,12,6b: -5 to 0 F
61734,12,6b: -5 to 0 F
61735,12,6b: -5 to 0 F
61736,13,7a: 0 to 5 F
61737,13,7a: 0 to 5 F
61738,14,7b: 5 to 10 F
61739,14,7b: 5 to 10 F
61740,13,7a: 0 to 5 F
61741,13,7a: 0 to 5 F
61742,12,6b: -5 to 0 F
61743,12,6b: -5 to 0 F
61744,11,6a: -10 to -5 F
61745,9,5a: -20 to -15 F
61746,9,5a: -20 to -15 F
61747,8,4b: -25 to -20 F
61748,10,5b: -15 to -10 F
61749,10,5b: -15 to -10 F
61750,10,5b: -15 to -10 F
61751,10,5b: -15 to -10 F
61752,11,6a: -10 to -5 F
61753,12,6b: -5 to 0 F
61754,12,6b: -5 to 0 F
61755,10,5b: -15 to -10 F
61756,12,6b: -5 to 0 F
61757,12,6b: -5 to 0 F
61758,12,6b: -5 to 0 F
61759,10,5b: -15 to -10 F
61760,12,6b: -5 to 0 F
61761,11,6a: -10 to -5 F
61762,13,7a: 0 to 5 F
61763,14,7b: 5 to 10 F
61764,14,7b: 5 to 10 F
61765,18,9b: 25 to 30 F
61766,17,9a: 20 to 25 F
61767,18,9b: 25 to 30 F
61768,17,9a: 20 to 25 F
61769,18,9b: 25 to 30 F
61770,15,8a: 10 to 15 F
61771,15,8a: 10 to 15 F
61772,13,7a: 0 to 5 F
61773,14,7b: 5 to 10 F
61774,13,7a: 0 to 5 F
61775,14,7b: 5 to 10 F
61776,13,7a: 0 to 5 F
61777,14,7b: 5 to 10 F
61778,14,7b: 5 to 10 F
61779,11,6a: -10 to -5 F
61780,12,6b: -5 to 0 F
61781,10,5b: -15 to -10 F
61782,12,6b: -5 to 0 F
61783,11,6a: -10 to -5 F
61784,11,6a: -10 to -5 F
61785,13,7a: 0 to 5 F
61786,12,6b: -5 to 0 F
61787,12,6b: -5 to 0 F
61788,12,6b: -5 to 0 F
61789,12,6b: -5 to 0 F
61790,10,5b: -15 to -10 F
61791,12,6b: -5 to 0 F
61792,13,7a: 0 to 5 F
61793,11,6a: -10 to -5 F
61794,12,6b: -5 to 0 F
61795,11,6a: -10 to -5 F
61796,13,7a: 0 to 5 F
61797,12,6b: -5 to 0 F
61798,13,7a: 0 to 5 F
61799,13,7a: 0 to 5 F
61800,12,6b: -5 to 0 F
61801,13,7a: 0 to 5 F
61802,12,6b: -5 to 0 F
61803,12,6b: -5 to 0 F
61804,12,6b: -5 to 0 F
61805,12,6b: -5 to 0 F
61806,10,5b: -15 to -10 F
61807,7,4a: -30 to -25 F
61808,9,5a: -20 to -15 F
61809,9,5a: -20 to -15 F
61810,9,5a: -20 to -15 F
61811,9,5a: -20 to -15 F
61812,9,5a: -20 to -15 F
61813,10,5b: -15 to -10 F
61814,10,5b: -15 to -10 F
61815,10,5b: -15 to -10 F
61816,10,5b: -15 to -10 F
61817,10,5b: -15 to -10 F
61818,12,6b: -5 to 0 F
61819,10,5b: -15 to -10 F
61820,11,6a: -10 to -5 F
61821,12,6b: -5 to 0 F
61822,10,5b: -15 to -10 F
61823,11,6a: -10 to -5 F
61824,11,6a: -10 to -5 F
61825,16,8b: 15 to 20 F
61826,17,9a: 20 to 25 F
61827,17,9a: 20 to 25 F
61828,18,9b: 25 to 30 F
61829,18,9b: 25 to 30 F
61830,15,8a: 10 to 15 F
61831,13,7a: 0 to 5 F
61832,13,7a: 0 to 5 F
61833,14,7b: 5 to 10 F
61834,14,7b: 5 to 10 F
61835,12,6b: -5 to 0 F
61836,13,7a: 0 to 5 F
61837,13,7a: 0 to 5 F
61838,10,5b: -15 to -10 F
61839,11,6a: -10 to -5 F
61840,11,6a: -10 to -5 F
61841,12,6b: -5 to 0 F
61842,10,5b: -15 to -10 F
61843,12,6b: -5 to 0 F
61844,11,6a: -10 to -5 F
61845,13,7a: 0 to 5 F
61846,12,6b: -5 to 0 F
61847,10,5b: -15 to -10 F
61848,12,6b: -5 to 0 F
61849,12,6b: -5 to 0 F
61850,13,7a: 0 to 5 F
61851,12,6b: -5 to 0 F
61852,12,6b: -5 to 0 F
61853,12,6b: -5 to 0 F
61854,11,6a: -10 to -5 F
61855,11,6a: -10 to -5 F
61856,13,7a: 0 to 5 F
61857,12,6b: -5 to 0 F
61858,13,7a: 0 to 5 F
61859,12,6b: -5 to 0 F
61860,12,6b: -5 to 0 F
61861,13,7a: 0 to 5 F
61862,12,6b: -5 to 0 F
61863,13,7a: 0 to 5 F
61864,11,6a: -10 to -5 F
61865,10,5b: -15 to -10 F
61866,8,4b: -25 to -20 F
61867,9,5a: -20 to -15 F
61868,9,5a: -20 to -15 F
61869,10,5b: -15 to -10 F
61870,10,5b: -15 to -10 F
61871,12,6b: -5 to 0 F
61872,12,6b: -5 to 0 F
61873,10,5b: -15 to -10 F
61874,11,6a: -10 to -5 F
61875,10,5b: -15 to -10 F
61876,11,6a: -10 to -5 F
61877,11,6a: -10 to -5 F
61878,12,6b: -5 to 0 F
61879,13,7a: 0 to 5 F
61880,17,9a: 20 to 25 F
61881,16,8b: 15 to 20 F
61882,16,8b: 15 to 20 F
61883,16,8b: 15 to 20 F
61884,17,9a: 20 to 25 F
61885,16,8b: 15 to 20 F
61886,16,8b: 15 to 20 F
61887,17,9a: 20 to 25 F
61888,13,7a: 0 to 5 F
61889,13,7a: 0 to 5 F
61890,14,7b: 5 to 10 F
61891,13,7a: 0 to 5 F
61892,13,7a: 0 to 5 F
61893,12,6b: -5 to 0 F
61894,11,6a: -10 to -5 F
61895,12,6b: -5 to 0 F
61896,11,6a: -10 to -5 F
61897,14,7b: 5 to 10 F
61898,13,7a: 0 to 5 F
61899,14,7b: 5 to 10 F
61900,13,7a: 0 to 5 F
61901,14,7b: 5 to 10 F
61902,12,6b: -5 to 0 F
61903,11,6a: -10 to -5 F
61904,11,6a: -10 to -5 F
61905,10,5b: -15 to -10 F
61906,12,6b: -5 to 0 F
61907,10,5b: -15 to -10 F
61908,13,7a: 0 to 5 F
61909,13,7a: 0 to 5 F
61910,12,6b: -5 to 0 F
61911,10,5b: -15 to -10 F
61912,7,4a: -30 to -25 F
61913,11,6a: -10 to -5 F
61914,10,5b: -15 to -10 F
61915,9,5a: -20 to -15 F
61916,9,5a: -20 to -15 F
61917,7,4a: -30 to -25 F
61918,10,5b: -15 to -10 F
61919,7,4a: -30 to -25 F
61920,8,4b: -25 to -20 F
61921,10,5b: -15 to -10 F
61922,10,5b: -15 to -10 F
61923,11,6a: -10 to -5 F
61924,12,6b: -5 to 0 F
61925,12,6b: -5 to 0 F
61926,12,6b: -5 to 0 F
61927,10,5b: -15 to -10 F
61928,11,6a: -10 to -5 F
61929,13,7a: 0 to 5 F
61930,13,7a: 0 to 5 F
61931,14,7b: 5 to 10 F
61932,18,9b: 25 to 30 F
61933,18,9b: 25 to 30 F
61934,18,9b: 25 to 30 F
61935,18,9b: 25 to 30 F
61936,16,8b: 15 to 20 F
61937,17,9a: 20 to 25 F
61938,18,9b: 25 to 30 F
61939,17,9a: 20 to 25 F
61940,16,8b: 15 to 20 F
61941,14,7b: 5 to 10 F
61942,13,7a: 0 to 5 F
61943,14,7b: 5 to 10 F
61944,13,7a: 0 to 5 F
61945,12,6b: -5 to 0 F
61946,11,6a: -10 to -5 F
61947,12,6b: -5 to 0 F
61948,12,6b: -5 to 0 F
61949,11,6a: -10 to -5 F
61950,11,6a: -10 to -5 F
61951,12,6b: -5 to 0 F
61952,12,6b: -5 to 0 F
61953,12,6b: -5 to 0 F
61954,12,6b: -5 to 0 F
61955,13,7a: 0 to 5 F
61956,11,6a: -10 to -5 F
61957,10,5b: -15 to -10 F
61958,12,6b: -5 to 0 F
61959,12,6b: -5 to 0 F
61960,12,6b: -5 to 0 F
61961,12,6b: -5 to 0 F
61962,13,7a: 0 to 5 F
61963,13,7a: 0 to 5 F
61964,11,6a: -10 to -5 F
61965,14,7b: 5 to 10 F
61966,12,6b: -5 to 0 F
61967,12,6b: -5 to 0 F
61968,13,7a: 0 to 5 F
61969,12,6b: -5 to 0 F
61970,12,6b: -5 to 0 F
61971,12,6b: -5 to 0 F
61972,10,5b: -15 to -10 F
61973,11,6a: -10 to -5 F
61974,11,6a: -10 to -5 F
61975,9,5a: -20 to -15 F
61976,9,5a: -20 to -15 F
61977,9,5a: -20 to -15 F
61978,9,5a: -20 to -15 F
61979,9,5a: -20 to -15 F
61980,8,4b: -25 to -20 F
61981,8,4b: -25 to -20 F
61982,12,6b: -5 to 0 F
61983,11,6a: -10 to -5 F
61984,12,6b: -5 to 0 F
61985,12,6b: -5 to 0 F
61986,12,6b: -5 to 0 F
61987,12,6b: -5 to 0 F
61988,12,6b: -5 to 0 F
61989,12,6b: -5 to 0 F
61990,11,6a: -10 to -5 F
61991,9,5a: -20 to -15 F
61992,18,9b: 25 to 30 F
61993,17,9a: 20 to 25 F
61994,17,9a: 20 to 25 F
61995,17,9a: 20 to 25 F
61996,17,9a: 20 to 25 F
61997,13,7a: 0 to 5 F
61998,13,7a: 0 to 5 F
61999,14,7b: 5 to 10 F
62000,12,6b: -5 to 0 F
62001,13,7a: 0 to 5 F
62002,12,6b: -5 to 0 F
62003,13,7a: 0 to 5 F
62004,13,7a: 0 to 5 F
62005,10,5b: -15 to -10 F
62006,12,6b: -5 to 0 F
62007,12,6b: -5 to 0 F
62008,12,6b: -5 to 0 F
62009,12,6b: -5 to 0 F
62010,12,6b: -5 to 0 F
62011,13,7a: 0 to 5 F
62012,12,6b: -5 to 0 F
62013,13,7a: 0 to 5 F
62014,11,6a: -10 to -5 F
62015,12,6b: -5 to 0 F
62016,11,6a: -10 to -5 F
62017,10,5b: -15 to -10 F
62018,13,7a: 0 to 5 F
62019,12,6b: -5 to 0 F
62020,12,6b: -5 to 0 F
62021,11,6a: -10 to -5 F
62022,12,6b: -5 to 0 F
62023,11,6a: -10 to -5 F
62024,12,6b: -5 to 0 F
62025,12,6b: -5 to 0 F
62026,12,6b: -5 to 0 F
62027,13,7a: 0 to 5 F
62028,13,7a: 0 to 5 F
62029,8,4b: -25 to -20 F
62030,10,5b: -15 to -10 F
62031,10,5b: -15 to -10 F
62032,9,5a: -20 to -15 F
62033,9,5a: -20 to -15 F
62034,8,4b: -25 to -20 F
62035,9,5a: -20 to -15 F
62036,10,5b: -15 to -10 F
62037,7,4a: -30 to -25 F
62038,10,5b: -15 to -10 F
62039,9,5a: -20 to -15 F
62040,11,6a: -10 to -5 F
62041,11,6a: -10 to -5 F
62042,11,6a: -10 to -5 F
62043,12,6b: -5 to 0 F
62044,11,6a: -10 to -5 F
62045,11,6a: -10 to -5 F
62046,11,6a: -10 to -5 F
62047,12,6b: -5 to 0 F
62048,12,6b: -5 to 0 F
62049,11,6a: -10 to -5 F
62050,9,5a: -20 to -15 F
62051,12,6b: -5 to 0 F
62052,11,6a: -10 to -5 F
62053,11,6a: -10 to -5 F
62054,10,5b: -15 to -10 F
62055,13,7a: 0 to 5 F
62056,13,7a: 0 to 5 F
62057,18,9b: 25 to 30 F
62058,18,9b: 25 to 30 F
62059,17,9a: 20 to 25 F
62060,18,9b: 25 to 30 F
62061,17,9a: 20 to 25 F
62062,17,9a: 20 to 25 F
62063,17,9a: 20 to 25 F
62064,17,9a: 20 to 25 F
62065,14,7b: 5 to 10 F
62066,11,6a: -10 to -5 F
62067,13,7a: 0 to 5 F
62068,12,6b: -5 to 0 F
62069,11,6a: -10 to -5 F
62070,12,6b: -5 to 0 F
62071,13,7a: 0 to 5 F
62072,12,6b: -5 to 0 F
62073,11,6a: -10 to -5 F
62074,12,6b: -5 to 0 F
62075,9,5a: -20 to -15 F
62076,11,6a: -10 to -5 F
62077,11,6a: -10 to -5 F
62078,12,6b: -5 to 0 F
62079,12,6b: -5 to 0 F
62080,11,6a: -10 to -5 F
62081,10,5b: -15 to -10 F
62082,11,6a: -10 to -5 F
62083,12,6b: -5 to 0 F
62084,11,6a: -10 to -5 F
62085,13,7a: 0 to 5 F
62086,12,6b: -5 to 0 F
62087,10,5b: -15 to -10 F
62088,10,5b: -15 to -10 F
62089,10,5b: -15 to -10 F
62090,10,5b: -15 to -10 F
62091,10,5b: -15 to -10 F
62092,9,5a: -20 to -15 F
62093,8,4b: -25 to -20 F
62094,7,4a: -30 to -25 F
62095,9,5a: -20 to -15 F
62096,8,4b: -25 to -20 F
62097,9,5a: -20 to -15 F
62098,9,5a: -20 to -15 F
62099,10,5b: -15 to -10 F
62100,10,5b: -15 to -10 F
62101,9,5a: -20 to -15 F
62102,11,6a: -10 to -5 F
62103,12,6b: -5 to 0 F
62104,11,6a: -10 to -5 F
62105,12,6b: -5 to 0 F
62106,12,6b: -5 to 0 F
62107,12,6b: -5 to 0 F
62108,12,6b: -5 to 0 F
62109,11,6a: -10 to -5 F
62110,10,5b: -15 to -10 F
62111,10,5b: -15 to -10 F
62112,12,6b: -5 to 0 F
62113,13,7a: 0 to 5 F
62114,18,9b: 25 to 30 F
62115,18,9b: 25 to 30 F
62116,17,9a: 20 to 25 F
62117,17,9a: 20 to 25 F
62118,16,8b: 15 to 20 F
62119,16,8b: 15 to 20 F
62120,16,8b: 15 to 20 F
62121,18,9b: 25 to 30 F
62122,17,9a: 20 to 25 F
62123,16,8b: 15 to 20 F
62124,13,7a: 0 to 5 F
62125,14,7b: 5 to 10 F
62126,14,7b: 5 to 10 F
62127,14,7b: 5 to 10 F
62128,13,7a: 0 to 5 F
62129,12,6b: -5 to 0 F
62130,11,6a: -10 to -5 F
62131,12,6b: -5 to 0 F
62132,12,6b: -5 to 0 F
62133,10,5b: -15 to -10 F
62134,9,5a: -20 to -15 F
62135,12,6b: -5 to 0 F
62136,13,7a: 0 to 5 F
62137,12,6b: -5 to 0 F
62138,12,6b: -5 to 0 F
62139,11,6a: -10 to -5 F
62140,12,6b: -5 to 0 F
62141,11,6a: -10 to -5 F
62142,11,6a: -10 to -5 F
62143,11,6a: -10 to -5 F
62144,13,7a: 0 to 5 F
62145,13,7a: 0 to 5 F
62146,13,7a: 0 to 5 F
62147,11,6a: -10 to -5 F
62148,13,7a: 0 to 5 F
62149,12,6b: -5 to 0 F
62150,12,6b: -5 to 0 F
62151,11,6a: -10 to -5 F
62152,9,5a: -20 to -15 F
62153,9,5a: -20 to -15 F
62154,9,5a: -20 to -15 F
62155,9,5a: -20 to -15 F
62156,10,5b: -15 to -10 F
62157,9,5a: -20 to -15 F
62158,8,4b: -25 to -20 F
62159,10,5b: -15 to -10 F
62160,9,5a: -20 to -15 F
62161,11,6a: -10 to -5 F
62162,12,6b: -5 to 0 F
62163,12,6b: -5 to 0 F
62164,11,6a: -10 to -5 F
62165,11,6a: -10 to -5 F
62166,11,6a: -10 to -5 F
62167,9,5a: -20 to -15 F
62168,12,6b: -5 to 0 F
62169,18,9b: 25 to 30 F
62170,18,9b: 25 to 30 F
62171,18,9b: 25 to 30 F
62172,16,8b: 15 to 20 F
62173,16,8b: 15 to 20 F
62174,18,9b: 25 to 30 F
62175,17,9a: 20 to 25 F
62176,18,9b: 25 to 30 F
62177,17,9a: 20 to 25 F
62178,14,7b: 5 to 10 F
62179,14,7b: 5 to 10 F
62180,12,6b: -5 to 0 F
62181,12,6b: -5 to 0 F
62182,11,6a: -10 to -5 F
62183,12,6b: -5 to 0 F
62184,11,6a: -10 to -5 F
62185,11,6a: -10 to -5 F
62186,10,5b: -15 to -10 F
62187,12,6b: -5 to 0 F
62188,9,5a: -20 to -15 F
62189,10,5b: -15 to -10 F
62190,10,5b: -15 to -10 F
62191,10,5b: -15 to -10 F
62192,11,6a: -10 to -5 F
62193,13,7a: 0 to 5 F
62194,13,7a: 0 to 5 F
62195,12,6b: -5 to 0 F
62196,12,6b: -5 to 0 F
62197,13,7a: 0 to 5 F
62198,11,6a: -10 to -5 F
62199,14,7b: 5 to 10 F
62200,12,6b: -5 to 0 F
62201,12,6b: -5 to 0 F
62202,13,7a: 0 to 5 F
62203,13,7a: 0 to 5 F
62204,12,6b: -5 to 0 F
62205,10,5b: -15 to -10 F
62206,11,6a: -10 to -5 F
62207,9,5a: -20 to -15 F
62208,10,5b: -15 to -10 F
62209,9,5a: -20 to -15 F
62210,9,5a: -20 to -15 F
62211,8,4b: -25 to -20 F
62212,10,5b: -15 to -10 F
62213,12,6b: -5 to 0 F
62214,12,6b: -5 to 0 F
62215,11,6a: -10 to -5 F
62216,12,6b: -5 to 0 F
62217,12,6b: -5 to 0 F
62218,12,6b: -5 to 0 F
62219,11,6a: -10 to -5 F
62220,12,6b: -5 to 0 F
62221,12,6b: -5 to 0 F
62222,11,6a: -10 to -5 F
62223,11,6a: -10 to -5 F
62224,11,6a: -10 to -5 F
62225,11,6a: -10 to -5 F
62226,10,5b: -15 to -10 F
62227,11,6a: -10 to -5 F
62228,17,9a: 20 to 25 F
62229,18,9b: 25 to 30 F
62230,18,9b: 25 to 30 F
62231,16,8b: 15 to 20 F
62232,17,9a: 20 to 25 F
62233,17,9a: 20 to 25 F
62234,18,9b: 25 to 30 F
62235,16,8b: 15 to 20 F
62236,18,9b: 25 to 30 F
62237,18,9b: 25 to 30 F
62238,17,9a: 20 to 25 F
62239,14,7b: 5 to 10 F
62240,13,7a: 0 to 5 F
62241,14,7b: 5 to 10 F
62242,13,7a: 0 to 5 F
62243,12,6b: -5 to 0 F
62244,12,6b: -5 to 0 F
62245,13,7a: 0 to 5 F
62246,11,6a: -10 to -5 F
62247,11,6a: -10 to -5 F
62248,11,6a: -10 to -5 F
62249,10,5b: -15 to -10 F
62250,11,6a: -10 to -5 F
62251,10,5b: -15 to -10 F
62252,11,6a: -10 to -5 F
62253,10,5b: -15 to -10 F
62254,12,6b: -5 to 0 F
62255,13,7a: 0 to 5 F
62256,12,6b: -5 to 0 F
62257,10,5b: -15 to -10 F
62258,12,6b: -5 to 0 F
62259,13,7a: 0 to 5 F
62260,10,5b: -15 to -10 F
62261,13,7a: 0 to 5 F
62262,11,6a: -10 to -5 F
62263,12,6b: -5 to 0 F
62264,13,7a: 0 to 5 F
62265,13,7a: 0 to 5 F
62266,13,7a: 0 to 5 F
62267,12,6b: -5 to 0 F
62268,11,6a: -10 to -5 F
62269,9,5a: -20 to -15 F
62270,9,5a: -20 to -15 F
62271,9,5a: -20 to -15 F
62272,9,5a: -20 to -15 F
62273,9,5a: -20 to -15 F
62274,9,5a: -20 to -15 F
62275,8,4b: -25 to -20 F
62276,11,6a: -10 to -5 F
62277,12,6b: -5 to 0 F
62278,12,6b: -5 to 0 F
62279,11,6a: -10 to -5 F
62280,12,6b: -5 to 0 F
62281,12,6b: -5 to 0 F
62282,12,6b: -5 to 0 F
62283,12,6b: -5 to 0 F
62284,11,6a: -10 to -5 F
62285,9,5a: -20 to -15 F
62286,11,6a: -10 to -5 F
62287,12,6b: -5 to 0 F
